symbol,live_list,system,param,window,period,n_trades,win_rate,avg_r,total_r,max_dd_r,insufficient_data
EURUSD,True,A_relaxed,no_macd_filter,wf_5,train,14,35.7,-0.02,-0.32,-3.59,True
EURUSD,True,A_relaxed,no_macd_filter,wf_5,test,3,66.7,0.36,0.72,0.0,True
EURUSD,True,B_bollinger_relaxed,no_adx_filter,wf_5,train,8,50.0,-0.02,-0.15,-3.17,True
EURUSD,True,B_bollinger_relaxed,no_adx_filter,wf_5,test,2,50.0,-0.02,-0.03,-1.0,True
EURUSD,True,A,ADX>=20,wf_6,train,12,41.7,-0.09,-1.1,-3.24,True
EURUSD,True,A,ADX>=20,wf_6,test,3,0.0,-0.33,-0.99,-0.75,True
EURUSD,True,A,ADX>=25,wf_6,train,14,42.9,-0.08,-1.06,-3.59,True
EURUSD,True,A,ADX>=25,wf_6,test,3,0.0,-0.34,-1.01,-0.71,True
EURUSD,True,A,ADX>=30,wf_6,train,10,40.0,-0.03,-0.33,-1.83,True
EURUSD,True,A,ADX>=30,wf_6,test,2,0.0,-0.39,-0.77,-0.58,True
EURUSD,True,B,RSI<=25,wf_6,train,12,41.7,0.07,0.85,-3.0,True
EURUSD,True,B,RSI<=25,wf_6,test,3,33.3,-0.4,-1.19,-1.0,True
EURUSD,True,B,RSI<=30,wf_6,train,12,41.7,0.07,0.85,-3.0,True
EURUSD,True,B,RSI<=30,wf_6,test,3,33.3,-0.4,-1.19,-1.0,True
EURUSD,True,B,RSI<=35,wf_6,train,12,41.7,0.07,0.85,-3.0,True
EURUSD,True,B,RSI<=35,wf_6,test,3,33.3,-0.4,-1.19,-1.0,True
EURUSD,True,B_atr_stop,ATRx1.0,wf_6,train,12,50.0,0.09,1.06,-3.34,True
EURUSD,True,B_atr_stop,ATRx1.0,wf_6,test,3,33.3,-0.34,-1.01,-1.0,True
EURUSD,True,B_atr_stop,ATRx1.5,wf_6,train,12,58.3,0.02,0.23,-2.9,True
EURUSD,True,B_atr_stop,ATRx1.5,wf_6,test,3,33.3,-0.45,-1.34,-1.0,True
EURUSD,True,B_atr_stop,ATRx2.0,wf_6,train,11,63.6,0.03,0.35,-2.74,True
EURUSD,True,B_atr_stop,ATRx2.0,wf_6,test,3,66.7,-0.13,-0.38,-1.0,True
EURUSD,True,B_bollinger,ATRx1.0,wf_6,train,3,33.3,0.15,0.44,-2.0,True
EURUSD,True,B_bollinger,ATRx1.0,wf_6,test,2,0.0,-1.0,-2.0,-1.0,True
EURUSD,True,B_bollinger,ATRx1.5,wf_6,train,3,33.3,-0.12,-0.37,-2.0,True
EURUSD,True,B_bollinger,ATRx1.5,wf_6,test,2,50.0,-0.2,-0.4,-1.0,True
EURUSD,True,B_bollinger,ATRx2.0,wf_6,train,3,33.3,-0.04,-0.11,-1.33,True
EURUSD,True,B_bollinger,ATRx2.0,wf_6,test,2,50.0,-0.28,-0.55,-1.0,True
EURUSD,True,A_relaxed,no_macd_filter,wf_6,train,17,41.2,0.03,0.41,-3.59,True
EURUSD,True,A_relaxed,no_macd_filter,wf_6,test,3,0.0,-0.34,-1.01,-0.71,True
EURUSD,True,B_bollinger_relaxed,no_adx_filter,wf_6,train,10,50.0,-0.02,-0.18,-3.21,True
EURUSD,True,B_bollinger_relaxed,no_adx_filter,wf_6,test,3,33.3,-0.52,-1.55,-2.0,True
GBPUSD,False,A,ADX>=20,wf_1,train,1,100.0,0.1,0.1,0.0,True
GBPUSD,False,A,ADX>=20,wf_1,test,2,50.0,0.35,0.7,-0.62,True
GBPUSD,False,A,ADX>=25,wf_1,train,1,0.0,-0.18,-0.18,0.0,True
GBPUSD,False,A,ADX>=25,wf_1,test,1,100.0,1.0,1.0,0.0,True
GBPUSD,False,A,ADX>=30,wf_1,train,1,0.0,-0.17,-0.17,0.0,True
GBPUSD,False,A,ADX>=30,wf_1,test,0,,,,,True
GBPUSD,False,B,RSI<=25,wf_1,train,5,80.0,0.91,4.54,-1.0,True
GBPUSD,False,B,RSI<=25,wf_1,test,6,33.3,-0.13,-0.78,-3.0,True
GBPUSD,False,B,RSI<=30,wf_1,train,5,80.0,0.91,4.54,-1.0,True
GBPUSD,False,B,RSI<=30,wf_1,test,6,33.3,-0.13,-0.78,-3.0,True
GBPUSD,False,B,RSI<=35,wf_1,train,5,80.0,0.91,4.54,-1.0,True
GBPUSD,False,B,RSI<=35,wf_1,test,6,33.3,-0.13,-0.78,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_1,train,5,80.0,0.8,3.99,-1.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_1,test,6,50.0,0.03,0.19,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_1,train,5,80.0,0.46,2.32,-1.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_1,test,6,50.0,-0.15,-0.87,-3.0,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_1,train,5,100.0,0.51,2.53,0.0,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_1,test,6,66.7,-0.05,-0.28,-1.88,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_1,train,2,100.0,1.55,3.1,0.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_1,test,2,50.0,0.21,0.42,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_1,train,2,100.0,1.03,2.07,0.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_1,test,2,50.0,-0.03,-0.06,-1.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_1,train,2,100.0,0.77,1.55,0.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_1,test,2,50.0,-0.15,-0.29,-1.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_1,train,1,0.0,-0.18,-0.18,0.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_1,test,2,100.0,0.6,1.19,0.0,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_1,train,3,66.7,0.43,1.3,-0.25,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_1,test,2,50.0,-0.15,-0.29,-1.0,True
GBPUSD,False,A,ADX>=20,wf_2,train,3,66.7,0.27,0.8,-0.62,True
GBPUSD,False,A,ADX>=20,wf_2,test,0,,,,,True
GBPUSD,False,A,ADX>=25,wf_2,train,2,50.0,0.41,0.82,0.0,True
GBPUSD,False,A,ADX>=25,wf_2,test,0,,,,,True
GBPUSD,False,A,ADX>=30,wf_2,train,1,0.0,-0.17,-0.17,0.0,True
GBPUSD,False,A,ADX>=30,wf_2,test,0,,,,,True
GBPUSD,False,B,RSI<=25,wf_2,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=25,wf_2,test,0,,,,,True
GBPUSD,False,B,RSI<=30,wf_2,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=30,wf_2,test,0,,,,,True
GBPUSD,False,B,RSI<=35,wf_2,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=35,wf_2,test,0,,,,,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_2,train,12,66.7,0.44,5.3,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_2,test,0,,,,,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_2,train,12,66.7,0.18,2.2,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_2,test,0,,,,,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_2,train,12,83.3,0.23,2.81,-1.88,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_2,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_2,train,4,75.0,0.88,3.52,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_2,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_2,train,4,75.0,0.5,2.01,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_2,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_2,train,4,75.0,0.31,1.26,-1.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_2,test,0,,,,,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_2,train,3,66.7,0.34,1.01,0.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_2,test,0,,,,,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_2,train,5,60.0,0.2,1.01,-1.0,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_2,test,0,,,,,True
GBPUSD,False,A,ADX>=20,wf_3,train,3,66.7,0.27,0.8,-0.62,True
GBPUSD,False,A,ADX>=20,wf_3,test,2,50.0,0.04,0.08,0.0,True
GBPUSD,False,A,ADX>=25,wf_3,train,2,50.0,0.41,0.82,0.0,True
GBPUSD,False,A,ADX>=25,wf_3,test,1,0.0,-0.69,-0.69,0.0,True
GBPUSD,False,A,ADX>=30,wf_3,train,1,0.0,-0.17,-0.17,0.0,True
GBPUSD,False,A,ADX>=30,wf_3,test,1,0.0,-0.69,-0.69,0.0,True
GBPUSD,False,B,RSI<=25,wf_3,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=25,wf_3,test,2,0.0,-1.0,-2.0,-1.0,True
GBPUSD,False,B,RSI<=30,wf_3,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=30,wf_3,test,2,0.0,-1.0,-2.0,-1.0,True
GBPUSD,False,B,RSI<=35,wf_3,train,12,58.3,0.42,5.09,-3.0,True
GBPUSD,False,B,RSI<=35,wf_3,test,2,0.0,-1.0,-2.0,-1.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_3,train,12,66.7,0.44,5.3,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_3,test,2,0.0,-1.0,-2.0,-1.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_3,train,12,66.7,0.18,2.2,-3.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_3,test,2,50.0,-0.39,-0.79,-1.0,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_3,train,12,83.3,0.23,2.81,-1.88,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_3,test,2,50.0,-0.1,-0.21,-0.37,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_3,train,4,75.0,0.88,3.52,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_3,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_3,train,4,75.0,0.5,2.01,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_3,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_3,train,4,75.0,0.31,1.26,-1.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_3,test,0,,,,,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_3,train,3,66.7,0.34,1.01,0.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_3,test,1,0.0,-0.69,-0.69,0.0,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_3,train,5,60.0,0.2,1.01,-1.0,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_3,test,2,50.0,-0.11,-0.23,-0.84,True
GBPUSD,False,A,ADX>=20,wf_4,train,5,60.0,0.18,0.88,-0.85,True
GBPUSD,False,A,ADX>=20,wf_4,test,5,20.0,-0.14,-0.72,-1.25,True
GBPUSD,False,A,ADX>=25,wf_4,train,3,33.3,0.04,0.13,-0.69,True
GBPUSD,False,A,ADX>=25,wf_4,test,3,0.0,-0.22,-0.67,-0.66,True
GBPUSD,False,A,ADX>=30,wf_4,train,2,0.0,-0.43,-0.86,-0.69,True
GBPUSD,False,A,ADX>=30,wf_4,test,2,0.0,-0.12,-0.23,-0.23,True
GBPUSD,False,B,RSI<=25,wf_4,train,14,50.0,0.22,3.09,-5.0,True
GBPUSD,False,B,RSI<=25,wf_4,test,3,66.7,0.39,1.18,-1.0,True
GBPUSD,False,B,RSI<=30,wf_4,train,14,50.0,0.22,3.09,-5.0,True
GBPUSD,False,B,RSI<=30,wf_4,test,3,66.7,0.39,1.18,-1.0,True
GBPUSD,False,B,RSI<=35,wf_4,train,14,50.0,0.22,3.09,-5.0,True
GBPUSD,False,B,RSI<=35,wf_4,test,3,66.7,0.39,1.18,-1.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_4,train,14,57.1,0.24,3.3,-5.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_4,test,3,100.0,0.57,1.72,0.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_4,train,14,64.3,0.1,1.41,-3.79,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_4,test,3,100.0,0.38,1.14,0.0,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_4,train,14,78.6,0.19,2.6,-2.09,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_4,test,3,100.0,0.29,0.86,0.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_4,train,4,75.0,0.88,3.52,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_4,test,2,50.0,0.11,0.22,0.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_4,train,4,75.0,0.5,2.01,-1.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_4,test,2,50.0,0.29,0.59,0.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_4,train,4,75.0,0.31,1.26,-1.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_4,test,2,50.0,0.22,0.44,0.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_4,train,4,50.0,0.08,0.32,-0.69,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_4,test,3,0.0,-0.22,-0.67,-0.66,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_4,train,7,57.1,0.11,0.78,-1.23,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_4,test,3,66.7,0.46,1.39,0.0,True
GBPUSD,False,A,ADX>=20,wf_5,train,10,40.0,0.02,0.17,-1.8,True
GBPUSD,False,A,ADX>=20,wf_5,test,2,0.0,-0.57,-1.13,-0.56,True
GBPUSD,False,A,ADX>=25,wf_5,train,6,16.7,-0.09,-0.54,-1.36,True
GBPUSD,False,A,ADX>=25,wf_5,test,2,50.0,0.22,0.45,0.0,True
GBPUSD,False,A,ADX>=30,wf_5,train,4,0.0,-0.27,-1.09,-0.93,True
GBPUSD,False,A,ADX>=30,wf_5,test,2,50.0,-0.07,-0.14,0.0,True
GBPUSD,False,B,RSI<=25,wf_5,train,17,52.9,0.25,4.27,-5.0,True
GBPUSD,False,B,RSI<=25,wf_5,test,5,40.0,0.31,1.53,-2.0,True
GBPUSD,False,B,RSI<=30,wf_5,train,17,52.9,0.25,4.27,-5.0,True
GBPUSD,False,B,RSI<=30,wf_5,test,5,40.0,0.31,1.53,-2.0,True
GBPUSD,False,B,RSI<=35,wf_5,train,17,52.9,0.25,4.27,-5.0,True
GBPUSD,False,B,RSI<=35,wf_5,test,5,40.0,0.31,1.53,-2.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_5,train,17,64.7,0.29,5.01,-5.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_5,test,5,40.0,-0.02,-0.08,-2.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_5,train,17,70.6,0.15,2.56,-3.79,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_5,test,5,40.0,-0.21,-1.05,-2.02,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_5,train,17,82.4,0.2,3.46,-2.09,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_5,test,5,60.0,-0.09,-0.44,-2.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_5,train,6,66.7,0.62,3.74,-2.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_5,test,3,66.7,0.47,1.41,0.0,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_5,train,6,66.7,0.43,2.6,-1.23,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_5,test,3,100.0,1.09,3.26,0.0,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_5,train,6,66.7,0.28,1.7,-1.17,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_5,test,3,100.0,0.82,2.45,0.0,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_5,train,7,28.6,-0.05,-0.35,-1.36,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_5,test,2,50.0,0.22,0.45,0.0,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_5,train,10,60.0,0.22,2.17,-1.4,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_5,test,7,100.0,0.8,5.62,0.0,True
GBPUSD,False,A,ADX>=20,wf_6,train,12,33.3,-0.08,-0.97,-2.39,True
GBPUSD,False,A,ADX>=20,wf_6,test,2,50.0,-0.23,-0.47,-0.47,True
GBPUSD,False,A,ADX>=25,wf_6,train,8,25.0,-0.01,-0.09,-1.93,True
GBPUSD,False,A,ADX>=25,wf_6,test,2,50.0,-0.24,-0.48,-0.48,True
GBPUSD,False,A,ADX>=30,wf_6,train,6,16.7,-0.21,-1.23,-1.5,True
GBPUSD,False,A,ADX>=30,wf_6,test,2,50.0,-0.32,-0.65,-0.65,True
GBPUSD,False,B,RSI<=25,wf_6,train,22,50.0,0.26,5.79,-5.0,False
GBPUSD,False,B,RSI<=25,wf_6,test,1,100.0,0.81,0.81,0.0,True
GBPUSD,False,B,RSI<=30,wf_6,train,22,50.0,0.26,5.79,-5.0,False
GBPUSD,False,B,RSI<=30,wf_6,test,1,100.0,0.81,0.81,0.0,True
GBPUSD,False,B,RSI<=35,wf_6,train,22,50.0,0.26,5.79,-5.0,False
GBPUSD,False,B,RSI<=35,wf_6,test,1,100.0,0.81,0.81,0.0,True
GBPUSD,False,B_atr_stop,ATRx1.0,wf_6,train,22,59.1,0.22,4.93,-5.0,False
GBPUSD,False,B_atr_stop,ATRx1.0,wf_6,test,1,0.0,-1.0,-1.0,0.0,True
GBPUSD,False,B_atr_stop,ATRx1.5,wf_6,train,22,63.6,0.07,1.5,-3.79,False
GBPUSD,False,B_atr_stop,ATRx1.5,wf_6,test,1,100.0,0.75,0.75,0.0,True
GBPUSD,False,B_atr_stop,ATRx2.0,wf_6,train,22,77.3,0.14,3.01,-2.51,False
GBPUSD,False,B_atr_stop,ATRx2.0,wf_6,test,1,100.0,0.56,0.56,0.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_6,train,9,66.7,0.57,5.14,-2.0,True
GBPUSD,False,B_bollinger,ATRx1.0,wf_6,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_6,train,9,77.8,0.65,5.86,-1.23,True
GBPUSD,False,B_bollinger,ATRx1.5,wf_6,test,0,,,,,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_6,train,9,77.8,0.46,4.15,-1.17,True
GBPUSD,False,B_bollinger,ATRx2.0,wf_6,test,0,,,,,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_6,train,9,33.3,0.01,0.1,-1.93,True
GBPUSD,False,A_relaxed,no_macd_filter,wf_6,test,2,50.0,-0.24,-0.48,-0.48,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_6,train,17,76.5,0.46,7.79,-1.4,True
GBPUSD,False,B_bollinger_relaxed,no_adx_filter,wf_6,test,2,50.0,-0.03,-0.06,-1.0,True
GLD,False,A,ADX>=20,wf_1,train,4,75.0,-0.02,-0.09,-0.77,True
GLD,False,A,ADX>=20,wf_1,test,1,0.0,-0.56,-0.56,0.0,True
GLD,False,A,ADX>=25,wf_1,train,3,33.3,-0.09,-0.26,-0.57,True
GLD,False,A,ADX>=25,wf_1,test,1,0.0,-0.56,-0.56,0.0,True
GLD,False,A,ADX>=30,wf_1,train,2,50.0,-0.0,-0.01,-0.32,True
GLD,False,A,ADX>=30,wf_1,test,1,0.0,-0.67,-0.67,0.0,True
GLD,False,B,RSI<=25,wf_1,train,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B,RSI<=25,wf_1,test,4,25.0,-0.55,-2.22,-2.98,True
GLD,False,B,RSI<=30,wf_1,train,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B,RSI<=30,wf_1,test,4,25.0,-0.55,-2.22,-2.98,True
GLD,False,B,RSI<=35,wf_1,train,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B,RSI<=35,wf_1,test,4,25.0,-0.55,-2.22,-2.98,True
GLD,False,B_atr_stop,ATRx1.0,wf_1,train,2,0.0,-1.04,-2.09,-1.0,True
GLD,False,B_atr_stop,ATRx1.0,wf_1,test,5,40.0,-0.15,-0.73,-2.62,True
GLD,False,B_atr_stop,ATRx1.5,wf_1,train,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B_atr_stop,ATRx1.5,wf_1,test,4,50.0,-0.02,-0.08,-1.34,True
GLD,False,B_atr_stop,ATRx2.0,wf_1,train,2,50.0,-0.49,-0.97,-1.0,True
GLD,False,B_atr_stop,ATRx2.0,wf_1,test,4,50.0,-0.07,-0.27,-1.22,True
GLD,False,B_bollinger,ATRx1.0,wf_1,train,2,50.0,0.48,0.97,-1.0,True
GLD,False,B_bollinger,ATRx1.0,wf_1,test,2,50.0,0.26,0.53,-1.37,True
GLD,False,B_bollinger,ATRx1.5,wf_1,train,2,50.0,0.16,0.31,-1.0,True
GLD,False,B_bollinger,ATRx1.5,wf_1,test,2,50.0,0.13,0.27,-1.0,True
GLD,False,B_bollinger,ATRx2.0,wf_1,train,2,50.0,-0.01,-0.02,-1.0,True
GLD,False,B_bollinger,ATRx2.0,wf_1,test,2,100.0,1.02,2.04,0.0,True
GLD,False,A_relaxed,no_macd_filter,wf_1,train,4,25.0,-0.26,-1.04,-1.35,True
GLD,False,A_relaxed,no_macd_filter,wf_1,test,1,0.0,-0.56,-0.56,0.0,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_1,train,2,50.0,-0.01,-0.02,-1.0,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_1,test,3,66.7,0.56,1.67,-0.37,True
GLD,False,A,ADX>=20,wf_2,train,5,60.0,-0.13,-0.65,-0.96,True
GLD,False,A,ADX>=20,wf_2,test,2,0.0,-0.38,-0.76,-0.03,True
GLD,False,A,ADX>=25,wf_2,train,4,25.0,-0.21,-0.82,-1.13,True
GLD,False,A,ADX>=25,wf_2,test,1,0.0,-0.19,-0.19,0.0,True
GLD,False,A,ADX>=30,wf_2,train,3,33.3,-0.23,-0.68,-0.99,True
GLD,False,A,ADX>=30,wf_2,test,1,0.0,-0.3,-0.3,0.0,True
GLD,False,B,RSI<=25,wf_2,train,6,16.7,-0.7,-4.22,-3.22,True
GLD,False,B,RSI<=25,wf_2,test,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B,RSI<=30,wf_2,train,6,16.7,-0.7,-4.22,-3.22,True
GLD,False,B,RSI<=30,wf_2,test,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B,RSI<=35,wf_2,train,6,16.7,-0.7,-4.22,-3.22,True
GLD,False,B,RSI<=35,wf_2,test,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B_atr_stop,ATRx1.0,wf_2,train,7,28.6,-0.4,-2.81,-2.62,True
GLD,False,B_atr_stop,ATRx1.0,wf_2,test,2,0.0,-1.0,-2.0,-1.0,True
GLD,False,B_atr_stop,ATRx1.5,wf_2,train,6,33.3,-0.35,-2.08,-1.34,True
GLD,False,B_atr_stop,ATRx1.5,wf_2,test,1,0.0,-1.29,-1.29,0.0,True
GLD,False,B_atr_stop,ATRx2.0,wf_2,train,6,50.0,-0.21,-1.25,-1.27,True
GLD,False,B_atr_stop,ATRx2.0,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
GLD,False,B_bollinger,ATRx1.0,wf_2,train,4,50.0,0.37,1.5,-1.37,True
GLD,False,B_bollinger,ATRx1.0,wf_2,test,1,0.0,-1.07,-1.07,0.0,True
GLD,False,B_bollinger,ATRx1.5,wf_2,train,4,50.0,0.14,0.58,-1.0,True
GLD,False,B_bollinger,ATRx1.5,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
GLD,False,B_bollinger,ATRx2.0,wf_2,train,4,75.0,0.51,2.03,-1.0,True
GLD,False,B_bollinger,ATRx2.0,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
GLD,False,A_relaxed,no_macd_filter,wf_2,train,5,20.0,-0.32,-1.6,-1.91,True
GLD,False,A_relaxed,no_macd_filter,wf_2,test,1,0.0,-0.19,-0.19,0.0,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_2,train,5,60.0,0.33,1.66,-1.0,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
GLD,False,A,ADX>=20,wf_3,train,7,42.9,-0.2,-1.41,-1.72,True
GLD,False,A,ADX>=20,wf_3,test,2,50.0,0.11,0.21,0.0,True
GLD,False,A,ADX>=25,wf_3,train,5,20.0,-0.2,-1.01,-1.32,True
GLD,False,A,ADX>=25,wf_3,test,2,0.0,-0.16,-0.31,-0.18,True
GLD,False,A,ADX>=30,wf_3,train,4,25.0,-0.25,-0.98,-1.29,True
GLD,False,A,ADX>=30,wf_3,test,2,0.0,-0.35,-0.71,-0.17,True
GLD,False,B,RSI<=25,wf_3,train,8,12.5,-0.78,-6.22,-5.22,True
GLD,False,B,RSI<=25,wf_3,test,4,25.0,-0.14,-0.29,-1.0,True
GLD,False,B,RSI<=30,wf_3,train,8,12.5,-0.78,-6.22,-5.22,True
GLD,False,B,RSI<=30,wf_3,test,4,25.0,-0.14,-0.29,-1.0,True
GLD,False,B,RSI<=35,wf_3,train,8,12.5,-0.78,-6.22,-5.22,True
GLD,False,B,RSI<=35,wf_3,test,4,25.0,-0.14,-0.29,-1.0,True
GLD,False,B_atr_stop,ATRx1.0,wf_3,train,9,22.2,-0.53,-4.81,-4.62,True
GLD,False,B_atr_stop,ATRx1.0,wf_3,test,2,50.0,-0.21,-0.42,-1.21,True
GLD,False,B_atr_stop,ATRx1.5,wf_3,train,7,28.6,-0.48,-3.36,-2.63,True
GLD,False,B_atr_stop,ATRx1.5,wf_3,test,2,50.0,-0.24,-0.47,-1.0,True
GLD,False,B_atr_stop,ATRx2.0,wf_3,train,7,42.9,-0.32,-2.25,-2.27,True
GLD,False,B_atr_stop,ATRx2.0,wf_3,test,2,50.0,-0.38,-0.77,-1.16,True
GLD,False,B_bollinger,ATRx1.0,wf_3,train,5,40.0,0.09,0.43,-2.44,True
GLD,False,B_bollinger,ATRx1.0,wf_3,test,2,0.0,-0.78,-1.55,-1.0,True
GLD,False,B_bollinger,ATRx1.5,wf_3,train,5,40.0,-0.08,-0.42,-2.0,True
GLD,False,B_bollinger,ATRx1.5,wf_3,test,2,0.0,-0.68,-1.37,-1.0,True
GLD,False,B_bollinger,ATRx2.0,wf_3,train,5,60.0,0.21,1.03,-1.0,True
GLD,False,B_bollinger,ATRx2.0,wf_3,test,2,0.0,-0.64,-1.28,-1.0,True
GLD,False,A_relaxed,no_macd_filter,wf_3,train,6,16.7,-0.3,-1.78,-2.1,True
GLD,False,A_relaxed,no_macd_filter,wf_3,test,2,0.0,-0.16,-0.31,-0.18,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_3,train,6,50.0,0.11,0.66,-1.37,True
GLD,False,B_bollinger_relaxed,no_adx_filter,wf_3,test,3,0.0,-0.76,-2.28,-2.0,True
GLD,False,A,ADX>=20,wf_4,train,9,44.4,-0.13,-1.2,-1.86,True
