symbol,live_list,system,param,window,period,n_trades,win_rate,avg_r,total_r,max_dd_r,insufficient_data
SPY,True,A,ADX>=30,wf_2,train,3,33.3,0.09,0.27,-0.38,True
SPY,True,A,ADX>=30,wf_2,test,1,0.0,-0.55,-0.55,0.0,True
SPY,True,B,RSI<=25,wf_2,train,8,37.5,0.09,0.66,-3.49,True
SPY,True,B,RSI<=25,wf_2,test,4,50.0,-0.13,-0.52,-2.0,True
SPY,True,B,RSI<=30,wf_2,train,8,37.5,0.09,0.66,-3.49,True
SPY,True,B,RSI<=30,wf_2,test,4,50.0,-0.13,-0.52,-2.0,True
SPY,True,B,RSI<=35,wf_2,train,8,37.5,0.09,0.66,-3.49,True
SPY,True,B,RSI<=35,wf_2,test,4,50.0,-0.13,-0.52,-2.0,True
SPY,True,B_atr_stop,ATRx1.0,wf_2,train,8,37.5,-0.3,-2.38,-3.4,True
SPY,True,B_atr_stop,ATRx1.0,wf_2,test,4,50.0,0.03,0.13,-2.0,True
SPY,True,B_atr_stop,ATRx1.5,wf_2,train,8,50.0,-0.05,-0.36,-1.32,True
SPY,True,B_atr_stop,ATRx1.5,wf_2,test,4,75.0,0.14,0.56,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_2,train,8,75.0,0.34,2.7,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_2,test,4,75.0,0.04,0.17,-1.0,True
SPY,True,B_bollinger,ATRx1.0,wf_2,train,4,50.0,0.65,2.59,-1.0,True
SPY,True,B_bollinger,ATRx1.0,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,B_bollinger,ATRx1.5,wf_2,train,4,75.0,0.77,3.07,-1.0,True
SPY,True,B_bollinger,ATRx1.5,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,B_bollinger,ATRx2.0,wf_2,train,4,75.0,0.51,2.05,-1.0,True
SPY,True,B_bollinger,ATRx2.0,wf_2,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,A_relaxed,no_macd_filter,wf_2,train,5,40.0,0.06,0.26,-0.59,True
SPY,True,A_relaxed,no_macd_filter,wf_2,test,1,0.0,-0.28,-0.28,0.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_2,train,6,66.7,0.34,2.06,-1.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_2,test,3,33.3,-0.17,-0.5,-1.0,True
SPY,True,A,ADX>=20,wf_3,train,9,44.4,-0.11,-0.96,-2.2,True
SPY,True,A,ADX>=20,wf_3,test,2,50.0,0.06,0.13,0.0,True
SPY,True,A,ADX>=25,wf_3,train,5,40.0,-0.0,-0.02,-0.87,True
SPY,True,A,ADX>=25,wf_3,test,1,100.0,0.48,0.48,0.0,True
SPY,True,A,ADX>=30,wf_3,train,4,25.0,-0.07,-0.28,-0.92,True
SPY,True,A,ADX>=30,wf_3,test,1,100.0,0.14,0.14,0.0,True
SPY,True,B,RSI<=25,wf_3,train,12,41.7,0.01,0.15,-3.49,True
SPY,True,B,RSI<=25,wf_3,test,3,33.3,-0.47,-1.42,-1.0,True
SPY,True,B,RSI<=30,wf_3,train,12,41.7,0.01,0.15,-3.49,True
SPY,True,B,RSI<=30,wf_3,test,3,33.3,-0.47,-1.42,-1.0,True
SPY,True,B,RSI<=35,wf_3,train,12,41.7,0.01,0.15,-3.49,True
SPY,True,B,RSI<=35,wf_3,test,3,33.3,-0.47,-1.42,-1.0,True
SPY,True,B_atr_stop,ATRx1.0,wf_3,train,12,41.7,-0.19,-2.25,-3.4,True
SPY,True,B_atr_stop,ATRx1.0,wf_3,test,3,100.0,1.16,3.49,0.0,True
SPY,True,B_atr_stop,ATRx1.5,wf_3,train,12,58.3,0.02,0.2,-1.32,True
SPY,True,B_atr_stop,ATRx1.5,wf_3,test,3,100.0,0.78,2.33,0.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_3,train,12,75.0,0.24,2.87,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_3,test,3,100.0,0.58,1.74,0.0,True
SPY,True,B_bollinger,ATRx1.0,wf_3,train,5,40.0,0.32,1.59,-2.0,True
SPY,True,B_bollinger,ATRx1.0,wf_3,test,0,,,,,True
SPY,True,B_bollinger,ATRx1.5,wf_3,train,5,60.0,0.41,2.07,-2.0,True
SPY,True,B_bollinger,ATRx1.5,wf_3,test,0,,,,,True
SPY,True,B_bollinger,ATRx2.0,wf_3,train,5,60.0,0.21,1.05,-2.0,True
SPY,True,B_bollinger,ATRx2.0,wf_3,test,0,,,,,True
SPY,True,A_relaxed,no_macd_filter,wf_3,train,6,33.3,-0.0,-0.02,-0.87,True
SPY,True,A_relaxed,no_macd_filter,wf_3,test,1,100.0,0.48,0.48,0.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_3,train,9,55.6,0.17,1.56,-3.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_3,test,1,100.0,0.9,0.9,0.0,True
SPY,True,A,ADX>=20,wf_4,train,11,45.5,-0.08,-0.83,-2.78,True
SPY,True,A,ADX>=20,wf_4,test,3,66.7,1.2,3.61,-1.07,True
SPY,True,A,ADX>=25,wf_4,train,6,50.0,0.08,0.46,-0.87,True
SPY,True,A,ADX>=25,wf_4,test,3,33.3,0.51,1.54,-1.21,True
SPY,True,A,ADX>=30,wf_4,train,5,40.0,-0.03,-0.13,-0.92,True
SPY,True,A,ADX>=30,wf_4,test,3,33.3,0.27,0.8,-1.4,True
SPY,True,B,RSI<=25,wf_4,train,15,40.0,-0.09,-1.27,-4.26,True
SPY,True,B,RSI<=25,wf_4,test,3,33.3,-0.52,-1.55,-1.0,True
SPY,True,B,RSI<=30,wf_4,train,15,40.0,-0.09,-1.27,-4.26,True
SPY,True,B,RSI<=30,wf_4,test,3,33.3,-0.52,-1.55,-1.0,True
SPY,True,B,RSI<=35,wf_4,train,15,40.0,-0.09,-1.27,-4.26,True
SPY,True,B,RSI<=35,wf_4,test,3,33.3,-0.52,-1.55,-1.0,True
SPY,True,B_atr_stop,ATRx1.0,wf_4,train,15,53.3,0.08,1.24,-3.4,True
SPY,True,B_atr_stop,ATRx1.0,wf_4,test,3,33.3,-0.51,-1.53,-1.0,True
SPY,True,B_atr_stop,ATRx1.5,wf_4,train,15,66.7,0.17,2.52,-1.32,True
SPY,True,B_atr_stop,ATRx1.5,wf_4,test,3,33.3,-0.6,-1.8,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_4,train,15,80.0,0.31,4.62,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_4,test,3,33.3,-0.59,-1.77,-1.0,True
SPY,True,B_bollinger,ATRx1.0,wf_4,train,5,40.0,0.32,1.59,-2.0,True
SPY,True,B_bollinger,ATRx1.0,wf_4,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B_bollinger,ATRx1.5,wf_4,train,5,60.0,0.41,2.07,-2.0,True
SPY,True,B_bollinger,ATRx1.5,wf_4,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B_bollinger,ATRx2.0,wf_4,train,5,60.0,0.21,1.05,-2.0,True
SPY,True,B_bollinger,ATRx2.0,wf_4,test,2,50.0,-0.28,-0.56,0.0,True
SPY,True,A_relaxed,no_macd_filter,wf_4,train,7,42.9,0.08,0.46,-0.87,True
SPY,True,A_relaxed,no_macd_filter,wf_4,test,2,50.0,1.31,2.62,-0.13,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_4,train,10,60.0,0.25,2.46,-3.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_4,test,3,33.3,-0.52,-1.56,-1.0,True
SPY,True,A,ADX>=20,wf_5,train,14,50.0,0.2,2.78,-2.78,True
SPY,True,A,ADX>=20,wf_5,test,3,0.0,-0.42,-1.27,-1.08,True
SPY,True,A,ADX>=25,wf_5,train,9,44.4,0.22,2.0,-1.21,True
SPY,True,A,ADX>=25,wf_5,test,3,0.0,-0.6,-1.8,-1.31,True
SPY,True,A,ADX>=30,wf_5,train,8,37.5,0.08,0.66,-1.4,True
SPY,True,A,ADX>=30,wf_5,test,0,,,,,True
SPY,True,B,RSI<=25,wf_5,train,18,38.9,-0.17,-2.82,-5.22,True
SPY,True,B,RSI<=25,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B,RSI<=30,wf_5,train,18,38.9,-0.17,-2.82,-5.22,True
SPY,True,B,RSI<=30,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B,RSI<=35,wf_5,train,18,38.9,-0.17,-2.82,-5.22,True
SPY,True,B,RSI<=35,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B_atr_stop,ATRx1.0,wf_5,train,18,50.0,-0.02,-0.29,-3.4,True
SPY,True,B_atr_stop,ATRx1.0,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B_atr_stop,ATRx1.5,wf_5,train,18,61.1,0.04,0.72,-1.8,True
SPY,True,B_atr_stop,ATRx1.5,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
SPY,True,B_atr_stop,ATRx2.0,wf_5,train,18,72.2,0.16,2.85,-1.77,True
SPY,True,B_atr_stop,ATRx2.0,wf_5,test,2,50.0,-0.38,-0.77,-1.0,True
SPY,True,B_bollinger,ATRx1.0,wf_5,train,7,28.6,-0.06,-0.41,-4.0,True
SPY,True,B_bollinger,ATRx1.0,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,B_bollinger,ATRx1.5,wf_5,train,7,42.9,0.01,0.07,-4.0,True
SPY,True,B_bollinger,ATRx1.5,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,B_bollinger,ATRx2.0,wf_5,train,7,57.1,0.07,0.49,-3.0,True
SPY,True,B_bollinger,ATRx2.0,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
SPY,True,A_relaxed,no_macd_filter,wf_5,train,9,44.4,0.38,3.07,-0.87,True
SPY,True,A_relaxed,no_macd_filter,wf_5,test,3,0.0,-0.6,-1.8,-1.31,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_5,train,13,53.8,0.07,0.9,-3.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_5,test,3,66.7,0.56,1.67,-1.0,True
SPY,True,A,ADX>=20,wf_6,train,18,38.9,0.04,0.77,-3.09,True
SPY,True,A,ADX>=20,wf_6,test,2,50.0,0.13,0.25,-0.17,True
SPY,True,A,ADX>=25,wf_6,train,13,30.8,-0.04,-0.54,-3.74,True
SPY,True,A,ADX>=25,wf_6,test,2,100.0,0.28,0.56,0.0,True
SPY,True,A,ADX>=30,wf_6,train,8,37.5,0.08,0.66,-1.4,True
SPY,True,A,ADX>=30,wf_6,test,1,0.0,-0.78,-0.78,0.0,True
SPY,True,B,RSI<=25,wf_6,train,20,35.0,-0.25,-4.82,-7.22,False
SPY,True,B,RSI<=25,wf_6,test,8,50.0,0.14,1.16,-2.09,True
SPY,True,B,RSI<=30,wf_6,train,20,35.0,-0.25,-4.82,-7.22,False
SPY,True,B,RSI<=30,wf_6,test,8,50.0,0.14,1.16,-2.09,True
SPY,True,B,RSI<=35,wf_6,train,20,35.0,-0.25,-4.82,-7.22,False
SPY,True,B,RSI<=35,wf_6,test,8,50.0,0.14,1.16,-2.09,True
SPY,True,B_atr_stop,ATRx1.0,wf_6,train,20,45.0,-0.11,-2.29,-3.53,False
SPY,True,B_atr_stop,ATRx1.0,wf_6,test,8,50.0,0.05,0.43,-2.0,True
SPY,True,B_atr_stop,ATRx1.5,wf_6,train,20,55.0,-0.06,-1.28,-3.8,False
SPY,True,B_atr_stop,ATRx1.5,wf_6,test,8,75.0,0.19,1.55,-1.15,True
SPY,True,B_atr_stop,ATRx2.0,wf_6,train,20,70.0,0.1,2.09,-2.53,False
SPY,True,B_atr_stop,ATRx2.0,wf_6,test,8,75.0,0.1,0.78,-1.0,True
SPY,True,B_bollinger,ATRx1.0,wf_6,train,8,25.0,-0.18,-1.41,-5.0,True
SPY,True,B_bollinger,ATRx1.0,wf_6,test,4,50.0,0.17,0.68,-1.05,True
SPY,True,B_bollinger,ATRx1.5,wf_6,train,8,37.5,-0.12,-0.93,-5.0,True
SPY,True,B_bollinger,ATRx1.5,wf_6,test,4,75.0,0.49,1.97,-1.0,True
SPY,True,B_bollinger,ATRx2.0,wf_6,train,8,50.0,-0.06,-0.51,-3.56,True
SPY,True,B_bollinger,ATRx2.0,wf_6,test,4,75.0,0.31,1.23,-1.0,True
SPY,True,A_relaxed,no_macd_filter,wf_6,train,13,30.8,0.06,0.71,-2.5,True
SPY,True,A_relaxed,no_macd_filter,wf_6,test,2,100.0,0.28,0.56,0.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_6,train,16,56.2,0.16,2.58,-3.0,True
SPY,True,B_bollinger_relaxed,no_adx_filter,wf_6,test,7,85.7,0.53,3.68,-1.0,True
TLT,True,A,ADX>=20,wf_1,train,2,50.0,0.46,0.93,-0.71,True
TLT,True,A,ADX>=20,wf_1,test,0,,,,,True
TLT,True,A,ADX>=25,wf_1,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_1,test,0,,,,,True
TLT,True,A,ADX>=30,wf_1,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_1,test,0,,,,,True
TLT,True,B,RSI<=25,wf_1,train,4,0.0,-2.04,-6.13,-4.48,True
TLT,True,B,RSI<=25,wf_1,test,2,0.0,-1.0,-1.0,0.0,True
TLT,True,B,RSI<=30,wf_1,train,4,0.0,-2.04,-6.13,-4.48,True
TLT,True,B,RSI<=30,wf_1,test,2,0.0,-1.0,-1.0,0.0,True
TLT,True,B,RSI<=35,wf_1,train,4,0.0,-2.04,-6.13,-4.48,True
TLT,True,B,RSI<=35,wf_1,test,2,0.0,-1.0,-1.0,0.0,True
TLT,True,B_atr_stop,ATRx1.0,wf_1,train,4,0.0,-1.04,-4.18,-3.18,True
TLT,True,B_atr_stop,ATRx1.0,wf_1,test,2,50.0,0.43,0.87,0.0,True
TLT,True,B_atr_stop,ATRx1.5,wf_1,train,4,25.0,-0.51,-2.05,-2.4,True
TLT,True,B_atr_stop,ATRx1.5,wf_1,test,2,50.0,0.13,0.26,0.0,True
TLT,True,B_atr_stop,ATRx2.0,wf_1,train,4,25.0,-0.51,-2.04,-2.3,True
TLT,True,B_atr_stop,ATRx2.0,wf_1,test,2,100.0,0.53,1.06,0.0,True
TLT,True,B_bollinger,ATRx1.0,wf_1,train,2,0.0,-1.48,-2.95,-1.0,True
TLT,True,B_bollinger,ATRx1.0,wf_1,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.5,wf_1,train,2,0.0,-0.89,-1.79,-0.49,True
TLT,True,B_bollinger,ATRx1.5,wf_1,test,0,,,,,True
TLT,True,B_bollinger,ATRx2.0,wf_1,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger,ATRx2.0,wf_1,test,0,,,,,True
TLT,True,A_relaxed,no_macd_filter,wf_1,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_1,test,0,,,,,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_1,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_1,test,0,,,,,True
TLT,True,A,ADX>=20,wf_2,train,2,50.0,0.46,0.93,-0.71,True
TLT,True,A,ADX>=20,wf_2,test,0,,,,,True
TLT,True,A,ADX>=25,wf_2,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_2,test,0,,,,,True
TLT,True,A,ADX>=30,wf_2,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_2,test,0,,,,,True
TLT,True,B,RSI<=25,wf_2,train,6,0.0,-1.78,-7.13,-5.48,True
TLT,True,B,RSI<=25,wf_2,test,2,50.0,-0.48,-0.96,-1.0,True
TLT,True,B,RSI<=30,wf_2,train,6,0.0,-1.78,-7.13,-5.48,True
TLT,True,B,RSI<=30,wf_2,test,2,50.0,-0.48,-0.96,-1.0,True
TLT,True,B,RSI<=35,wf_2,train,6,0.0,-1.78,-7.13,-5.48,True
TLT,True,B,RSI<=35,wf_2,test,2,50.0,-0.48,-0.96,-1.0,True
TLT,True,B_atr_stop,ATRx1.0,wf_2,train,6,16.7,-0.55,-3.31,-4.2,True
TLT,True,B_atr_stop,ATRx1.0,wf_2,test,2,50.0,-0.48,-0.95,-1.0,True
TLT,True,B_atr_stop,ATRx1.5,wf_2,train,6,33.3,-0.3,-1.79,-3.4,True
TLT,True,B_atr_stop,ATRx1.5,wf_2,test,2,50.0,-0.48,-0.97,-1.0,True
TLT,True,B_atr_stop,ATRx2.0,wf_2,train,6,50.0,-0.16,-0.98,-2.3,True
TLT,True,B_atr_stop,ATRx2.0,wf_2,test,2,50.0,-0.58,-1.16,-1.18,True
TLT,True,B_bollinger,ATRx1.0,wf_2,train,2,0.0,-1.48,-2.95,-1.0,True
TLT,True,B_bollinger,ATRx1.0,wf_2,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.5,wf_2,train,2,0.0,-0.89,-1.79,-0.49,True
TLT,True,B_bollinger,ATRx1.5,wf_2,test,0,,,,,True
TLT,True,B_bollinger,ATRx2.0,wf_2,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger,ATRx2.0,wf_2,test,0,,,,,True
TLT,True,A_relaxed,no_macd_filter,wf_2,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_2,test,0,,,,,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_2,train,3,33.3,-0.3,-0.91,-0.36,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_2,test,0,,,,,True
TLT,True,A,ADX>=20,wf_3,train,2,50.0,0.46,0.93,-0.71,True
TLT,True,A,ADX>=20,wf_3,test,0,,,,,True
TLT,True,A,ADX>=25,wf_3,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_3,test,0,,,,,True
TLT,True,A,ADX>=30,wf_3,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_3,test,0,,,,,True
TLT,True,B,RSI<=25,wf_3,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=25,wf_3,test,0,,,,,True
TLT,True,B,RSI<=30,wf_3,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=30,wf_3,test,0,,,,,True
TLT,True,B,RSI<=35,wf_3,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=35,wf_3,test,0,,,,,True
TLT,True,B_atr_stop,ATRx1.0,wf_3,train,8,25.0,-0.53,-4.27,-4.2,True
TLT,True,B_atr_stop,ATRx1.0,wf_3,test,0,,,,,True
TLT,True,B_atr_stop,ATRx1.5,wf_3,train,8,37.5,-0.35,-2.76,-3.4,True
TLT,True,B_atr_stop,ATRx1.5,wf_3,test,0,,,,,True
TLT,True,B_atr_stop,ATRx2.0,wf_3,train,8,50.0,-0.27,-2.13,-2.39,True
TLT,True,B_atr_stop,ATRx2.0,wf_3,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.0,wf_3,train,2,0.0,-1.48,-2.95,-1.0,True
TLT,True,B_bollinger,ATRx1.0,wf_3,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.5,wf_3,train,2,0.0,-0.89,-1.79,-0.49,True
TLT,True,B_bollinger,ATRx1.5,wf_3,test,0,,,,,True
TLT,True,B_bollinger,ATRx2.0,wf_3,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger,ATRx2.0,wf_3,test,0,,,,,True
TLT,True,A_relaxed,no_macd_filter,wf_3,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_3,test,0,,,,,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_3,train,3,33.3,-0.3,-0.91,-0.36,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_3,test,0,,,,,True
TLT,True,A,ADX>=20,wf_4,train,2,50.0,0.46,0.93,-0.71,True
TLT,True,A,ADX>=20,wf_4,test,0,,,,,True
TLT,True,A,ADX>=25,wf_4,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_4,test,0,,,,,True
TLT,True,A,ADX>=30,wf_4,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_4,test,0,,,,,True
TLT,True,B,RSI<=25,wf_4,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=25,wf_4,test,0,,,,,True
TLT,True,B,RSI<=30,wf_4,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=30,wf_4,test,0,,,,,True
TLT,True,B,RSI<=35,wf_4,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=35,wf_4,test,0,,,,,True
TLT,True,B_atr_stop,ATRx1.0,wf_4,train,8,25.0,-0.53,-4.27,-4.2,True
TLT,True,B_atr_stop,ATRx1.0,wf_4,test,0,,,,,True
TLT,True,B_atr_stop,ATRx1.5,wf_4,train,8,37.5,-0.35,-2.76,-3.4,True
TLT,True,B_atr_stop,ATRx1.5,wf_4,test,0,,,,,True
TLT,True,B_atr_stop,ATRx2.0,wf_4,train,8,50.0,-0.27,-2.13,-2.39,True
TLT,True,B_atr_stop,ATRx2.0,wf_4,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.0,wf_4,train,2,0.0,-1.48,-2.95,-1.0,True
TLT,True,B_bollinger,ATRx1.0,wf_4,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.5,wf_4,train,2,0.0,-0.89,-1.79,-0.49,True
TLT,True,B_bollinger,ATRx1.5,wf_4,test,0,,,,,True
TLT,True,B_bollinger,ATRx2.0,wf_4,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger,ATRx2.0,wf_4,test,0,,,,,True
TLT,True,A_relaxed,no_macd_filter,wf_4,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_4,test,0,,,,,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_4,train,3,33.3,-0.3,-0.91,-0.36,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_4,test,0,,,,,True
TLT,True,A,ADX>=20,wf_5,train,2,50.0,0.46,0.93,-0.71,True
TLT,True,A,ADX>=20,wf_5,test,1,0.0,-0.67,-0.67,0.0,True
TLT,True,A,ADX>=25,wf_5,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_5,test,0,,,,,True
TLT,True,A,ADX>=30,wf_5,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_5,test,0,,,,,True
TLT,True,B,RSI<=25,wf_5,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=25,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
TLT,True,B,RSI<=30,wf_5,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=30,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
TLT,True,B,RSI<=35,wf_5,train,8,12.5,-1.35,-8.1,-6.45,True
TLT,True,B,RSI<=35,wf_5,test,2,0.0,-1.0,-2.0,-1.0,True
TLT,True,B_atr_stop,ATRx1.0,wf_5,train,8,25.0,-0.53,-4.27,-4.2,True
TLT,True,B_atr_stop,ATRx1.0,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
TLT,True,B_atr_stop,ATRx1.5,wf_5,train,8,37.5,-0.35,-2.76,-3.4,True
TLT,True,B_atr_stop,ATRx1.5,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
TLT,True,B_atr_stop,ATRx2.0,wf_5,train,8,50.0,-0.27,-2.13,-2.39,True
TLT,True,B_atr_stop,ATRx2.0,wf_5,test,1,0.0,-1.42,-1.42,0.0,True
TLT,True,B_bollinger,ATRx1.0,wf_5,train,2,0.0,-1.48,-2.95,-1.0,True
TLT,True,B_bollinger,ATRx1.0,wf_5,test,1,0.0,-1.08,-1.08,0.0,True
TLT,True,B_bollinger,ATRx1.5,wf_5,train,2,0.0,-0.89,-1.79,-0.49,True
TLT,True,B_bollinger,ATRx1.5,wf_5,test,1,0.0,-1.0,-1.0,0.0,True
TLT,True,B_bollinger,ATRx2.0,wf_5,train,2,0.0,-0.68,-1.36,-0.36,True
TLT,True,B_bollinger,ATRx2.0,wf_5,test,1,0.0,-0.55,-0.55,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_5,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_5,test,0,,,,,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_5,train,3,33.3,-0.3,-0.91,-0.36,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_5,test,1,0.0,-0.55,-0.55,0.0,True
TLT,True,A,ADX>=20,wf_6,train,3,66.7,0.34,1.03,-0.71,True
TLT,True,A,ADX>=20,wf_6,test,1,0.0,-0.69,-0.69,0.0,True
TLT,True,A,ADX>=25,wf_6,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A,ADX>=25,wf_6,test,1,0.0,-0.69,-0.69,0.0,True
TLT,True,A,ADX>=30,wf_6,train,1,0.0,-0.5,-0.5,0.0,True
TLT,True,A,ADX>=30,wf_6,test,1,0.0,-0.79,-0.79,0.0,True
TLT,True,B,RSI<=25,wf_6,train,11,18.2,-1.11,-9.96,-8.31,True
TLT,True,B,RSI<=25,wf_6,test,1,0.0,,0.0,,True
TLT,True,B,RSI<=30,wf_6,train,11,18.2,-1.11,-9.96,-8.31,True
TLT,True,B,RSI<=30,wf_6,test,1,0.0,,0.0,,True
TLT,True,B,RSI<=35,wf_6,train,11,18.2,-1.11,-9.96,-8.31,True
TLT,True,B,RSI<=35,wf_6,test,1,0.0,,0.0,,True
TLT,True,B_atr_stop,ATRx1.0,wf_6,train,10,30.0,-0.51,-5.08,-4.2,True
TLT,True,B_atr_stop,ATRx1.0,wf_6,test,1,0.0,-1.0,-1.0,0.0,True
TLT,True,B_atr_stop,ATRx1.5,wf_6,train,10,40.0,-0.36,-3.64,-3.99,True
TLT,True,B_atr_stop,ATRx1.5,wf_6,test,1,100.0,0.65,0.65,0.0,True
TLT,True,B_atr_stop,ATRx2.0,wf_6,train,10,50.0,-0.35,-3.46,-3.72,True
TLT,True,B_atr_stop,ATRx2.0,wf_6,test,1,100.0,0.49,0.49,0.0,True
TLT,True,B_bollinger,ATRx1.0,wf_6,train,3,0.0,-1.34,-4.03,-2.08,True
TLT,True,B_bollinger,ATRx1.0,wf_6,test,0,,,,,True
TLT,True,B_bollinger,ATRx1.5,wf_6,train,3,0.0,-0.93,-2.79,-1.49,True
TLT,True,B_bollinger,ATRx1.5,wf_6,test,0,,,,,True
TLT,True,B_bollinger,ATRx2.0,wf_6,train,3,0.0,-0.64,-1.91,-0.91,True
TLT,True,B_bollinger,ATRx2.0,wf_6,test,0,,,,,True
TLT,True,A_relaxed,no_macd_filter,wf_6,train,1,0.0,-0.21,-0.21,0.0,True
TLT,True,A_relaxed,no_macd_filter,wf_6,test,1,0.0,-0.69,-0.69,0.0,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_6,train,4,25.0,-0.36,-1.45,-0.55,True
TLT,True,B_bollinger_relaxed,no_adx_filter,wf_6,test,0,,,,,True
USDCHF,False,A,ADX>=20,wf_1,train,0,,,,,True
USDCHF,False,A,ADX>=20,wf_1,test,2,0.0,-0.47,-0.94,-0.3,True
USDCHF,False,A,ADX>=25,wf_1,train,0,,,,,True
