date,close
2016-08-12,397.96
2016-08-15,398.18
2016-08-16,398.37
2016-08-17,397.95
2016-08-18,398.46
2016-08-19,399.35
2016-08-22,398.58
2016-08-23,399.06
2016-08-24,398.98
2016-08-25,399.53
2016-08-26,399.97
2016-08-29,400.26
2016-08-30,400.69
2016-08-31,401.39
2016-09-01,401.97
2016-09-02,402.78
2016-09-05,403.76
2016-09-06,404.2
2016-09-07,405.77
2016-09-08,406.97
2016-09-09,406.1
2016-09-12,405.29
2016-09-13,405.61
2016-09-14,405.41
2016-09-15,405.81
2016-09-16,404.57
2016-09-19,403.62
2016-09-20,402.35
2016-09-21,404.51
2016-09-22,405.98
2016-09-23,405.19
2016-09-26,404.8
2016-09-27,404.76
2016-09-28,404.69
2016-09-29,405.96
2016-09-30,405.75
2016-10-03,407.5
2016-10-04,407.23
2016-10-05,406.68
2016-10-06,405.78
2016-10-07,405.16
2016-10-10,404.89
2016-10-11,404.47
2016-10-12,404.15
2016-10-13,403.25
2016-10-14,403.87
2016-10-17,402.74
2016-10-18,402.19
2016-10-19,403.8
2016-10-20,404.12
2016-10-21,404.8
2016-10-24,405.16
2016-10-25,404.79
2016-10-26,404.41
2016-10-27,403.73
2016-10-28,402.87
2016-10-31,402.94
2016-11-01,403.0
2016-11-02,402.2
2016-11-03,402.45
2016-11-07,404.26
2016-11-08,405.14
2016-11-09,404.79
2016-11-10,403.72
2016-11-11,400.67
2016-11-14,400.19
2016-11-15,401.78
2016-11-16,401.26
2016-11-17,402.08
2016-11-18,402.08
2016-11-21,403.17
2016-11-22,403.48
2016-11-23,402.58
2016-11-24,402.82
2016-11-25,402.06
2016-11-28,402.42
2016-11-29,402.36
2016-11-30,402.28
2016-12-01,403.37
2016-12-02,403.63
2016-12-05,404.23
2016-12-06,404.97
2016-12-07,406.34
2016-12-08,407.27
2016-12-09,408.19
2016-12-12,409.84
2016-12-13,409.96
2016-12-14,410.81
2016-12-15,410.02
2016-12-16,410.42
2016-12-19,410.56
2016-12-20,410.67
2016-12-21,410.55
2016-12-22,410.92
2016-12-23,411.53
2016-12-26,411.38
2016-12-27,411.93
2016-12-28,412.35
2016-12-29,413.56
2016-12-30,413.58
2017-01-03,414.42
2017-01-04,415.76
2017-01-05,415.9
2017-01-06,416.41
2017-01-09,417.12
2017-01-10,418.33
2017-01-11,418.61
2017-01-12,419.77
2017-01-13,420.17
2017-01-16,420.0
2017-01-17,420.59
2017-01-18,420.31
2017-01-19,419.68
2017-01-20,420.06
2017-01-23,420.22
2017-01-24,419.82
2017-01-25,418.66
2017-01-26,416.69
2017-01-27,418.24
2017-01-30,419.07
2017-01-31,419.19
2017-02-01,419.67
2017-02-02,420.5
2017-02-03,420.36
2017-02-06,420.43
2017-02-07,419.73
2017-02-08,419.7
2017-02-09,420.04
2017-02-10,420.54
2017-02-13,421.1
2017-02-14,421.1
2017-02-15,420.19
2017-02-16,419.5
2017-02-17,418.34
2017-02-20,418.87
2017-02-21,419.15
2017-02-22,418.78
2017-02-24,419.38
2017-02-27,419.1
2017-02-28,418.54
2017-03-01,418.89
2017-03-02,418.12
2017-03-03,418.92
2017-03-06,420.05
2017-03-07,420.52
2017-03-09,420.19
2017-03-10,421.28
2017-03-13,421.99
2017-03-14,422.32
2017-03-15,423.34
2017-03-16,424.53
2017-03-17,424.94
2017-03-20,425.71
2017-03-21,425.83
2017-03-22,425.01
2017-03-23,425.43
2017-03-24,426.09
2017-03-27,426.36
2017-03-28,426.49
2017-03-29,426.46
2017-03-30,427.61
2017-03-31,427.47
2017-04-03,427.5
2017-04-04,427.21
2017-04-05,428.42
2017-04-06,428.89
2017-04-07,428.3
2017-04-10,427.29
2017-04-11,427.28
2017-04-12,426.64
2017-04-13,427.15
2017-04-14,427.96
2017-04-17,428.42
2017-04-18,428.29
2017-04-19,428.44
2017-04-20,430.05
2017-04-21,432.03
2017-04-24,433.9
2017-04-25,433.45
2017-04-26,433.3
2017-04-27,433.17
2017-04-28,434.76
2017-05-02,435.45
2017-05-03,435.71
2017-05-04,434.69
2017-05-05,433.02
2017-05-10,434.67
2017-05-11,436.35
2017-05-12,436.79
2017-05-15,437.35
2017-05-16,437.2
2017-05-17,436.61
2017-05-18,435.53
2017-05-19,437.19
2017-05-22,438.04
2017-05-23,438.04
2017-05-24,437.53
2017-05-25,437.38
2017-05-26,436.44
2017-05-29,437.07
2017-05-30,436.86
2017-05-31,436.67
2017-06-01,437.43
2017-06-02,438.08
2017-06-05,438.45
2017-06-06,438.44
2017-06-07,438.81
2017-06-08,438.4
2017-06-09,439.11
2017-06-13,439.83
2017-06-14,439.49
2017-06-15,438.34
2017-06-16,437.11
2017-06-19,435.78
2017-06-20,435.92
2017-06-21,436.42
2017-06-22,437.16
2017-06-23,438.2
2017-06-26,439.27
2017-06-27,438.95
2017-06-28,438.35
2017-06-29,438.76
2017-06-30,438.73
2017-07-03,439.05
2017-07-04,439.28
2017-07-05,438.27
2017-07-06,437.25
2017-07-07,436.55
2017-07-10,437.46
2017-07-11,437.0
2017-07-12,437.84
2017-07-13,438.41
2017-07-14,439.31
2017-07-17,439.84
2017-07-18,439.81
2017-07-19,439.71
2017-07-20,439.83
2017-07-21,440.66
2017-07-24,438.97
2017-07-25,439.11
2017-07-26,439.68
2017-07-27,440.71
2017-07-28,440.68
2017-07-31,440.68
2017-08-01,440.8
2017-08-02,440.59
2017-08-03,441.23
2017-08-04,442.41
2017-08-07,443.13
2017-08-08,442.72
2017-08-09,442.79
2017-08-10,443.35
2017-08-11,443.14
2017-08-14,444.11
2017-08-15,443.97
2017-08-16,444.18
2017-08-17,444.51
2017-08-18,444.73
2017-08-21,445.01
2017-08-22,445.05
2017-08-23,445.35
2017-08-24,445.41
2017-08-25,445.41
2017-08-28,445.75
2017-08-29,445.25
2017-08-30,445.72
2017-08-31,446.6
2017-09-01,448.07
2017-09-04,448.53
2017-09-05,449.25
2017-09-06,451.11
2017-09-07,451.64
2017-09-08,451.71
2017-09-11,451.87
2017-09-12,451.61
2017-09-13,451.62
2017-09-14,451.92
2017-09-15,452.18
2017-09-18,452.06
2017-09-19,451.8
2017-09-20,452.38
2017-09-21,452.17
2017-09-22,452.47
2017-09-25,452.53
2017-09-26,451.94
2017-09-27,450.56
2017-09-28,451.78
2017-09-29,452.44
2017-10-02,452.33
2017-10-03,452.3
2017-10-04,452.98
2017-10-05,453.99
2017-10-06,453.94
2017-10-09,453.84
2017-10-10,454.5
2017-10-11,455.35
2017-10-12,456.14
2017-10-13,456.99
2017-10-16,457.01
2017-10-17,456.49
2017-10-18,457.05
2017-10-19,457.16
2017-10-20,457.04
2017-10-23,457.31
2017-10-24,457.21
2017-10-25,457.18
2017-10-26,457.08
2017-10-27,456.3
2017-10-30,457.01
2017-10-31,456.85
2017-11-01,457.09
2017-11-02,457.23
2017-11-03,457.08
2017-11-07,457.41
2017-11-08,456.78
2017-11-09,456.87
2017-11-10,456.94
2017-11-13,456.25
2017-11-14,455.98
2017-11-15,456.22
2017-11-16,456.9
2017-11-17,457.56
2017-11-20,457.71
2017-11-21,457.69
2017-11-22,458.44
