symbol,date,open,high,low,close,volume
HYDR,2013-04-04,0.57,0.5959,0.56,0.56,37000
HYDR,2013-04-05,0.5565,0.5565,0.55,0.55,952000
HYDR,2013-04-08,0.5574,0.5574,0.54,0.54,203000
HYDR,2013-04-09,0.5348,0.5348,0.532,0.532,21000
HYDR,2013-04-10,0.54,0.5416,0.53,0.5416,407000
HYDR,2013-04-11,0.535,0.535,0.515,0.515,213000
HYDR,2013-04-12,0.51,0.51,0.485,0.5,34000
HYDR,2013-04-15,0.4859,0.495,0.4601,0.495,351000
HYDR,2013-04-16,0.5,0.5238,0.4555,0.495,302000
HYDR,2013-04-17,0.51,0.51,0.4705,0.4705,64000
HYDR,2013-04-18,0.4602,0.4727,0.4602,0.4727,37000
HYDR,2013-04-19,0.4684,0.4684,0.45,0.45,223000
HYDR,2013-04-22,0.455,0.4901,0.4175,0.4901,495000
HYDR,2013-04-23,0.46,0.4911,0.46,0.4911,142000
HYDR,2013-04-24,0.5001,0.5399,0.5,0.5321,253000
HYDR,2013-04-25,0.535,0.56,0.52,0.52,97000
HYDR,2013-04-26,0.51,0.5201,0.495,0.51,1318000
HYDR,2013-04-29,0.5251,0.5251,0.52,0.52,33000
HYDR,2013-04-30,0.5451,0.55,0.543,0.55,639000
HYDR,2013-05-02,0.565,0.6116,0.565,0.58,289000
HYDR,2013-05-03,0.5851,0.5851,0.5851,0.5851,607000
HYDR,2013-05-06,0.571,0.577,0.571,0.5752,590000
HYDR,2013-05-13,0.5313,0.532,0.5313,0.532,53000
HYDR,2013-05-14,0.538,0.55,0.538,0.548,110000
HYDR,2013-05-15,0.548,0.5883,0.543,0.548,172000
HYDR,2013-05-16,0.548,0.548,0.515,0.515,12000
HYDR,2013-05-17,0.51,0.533,0.505,0.533,136000
HYDR,2013-05-20,0.5225,0.56,0.5204,0.5365,110000
HYDR,2013-05-21,0.518,0.548,0.5179,0.547,629000
HYDR,2013-05-22,0.54,0.5557,0.5317,0.5557,7000
HYDR,2013-05-24,0.525,0.528,0.5201,0.5201,42000
HYDR,2013-05-27,0.525,0.525,0.52,0.523,86000
HYDR,2013-05-28,0.5355,0.5355,0.5355,0.5355,77000
HYDR,2013-05-29,0.525,0.525,0.515,0.515,9000
HYDR,2013-05-30,0.51,0.51,0.5,0.5,28000
HYDR,2013-05-31,0.5,0.5,0.47,0.47,42000
HYDR,2013-06-03,0.465,0.4725,0.46,0.4625,179000
HYDR,2013-06-04,0.4815,0.4815,0.4675,0.4675,72000
HYDR,2013-06-05,0.465,0.4758,0.46,0.4675,49000
HYDR,2013-06-06,0.4723,0.4997,0.457,0.457,304000
HYDR,2013-06-07,0.4658,0.4858,0.4658,0.4858,85000
HYDR,2013-06-10,0.4908,0.4908,0.4908,0.4908,3000
HYDR,2013-06-11,0.465,0.465,0.465,0.465,100000
HYDR,2013-06-13,0.514,0.514,0.4933,0.5112,41000
HYDR,2013-06-14,0.4798,0.4799,0.4798,0.4799,65000
HYDR,2013-06-17,0.4899,0.4934,0.4899,0.4934,103000
HYDR,2013-06-18,0.5,0.51,0.5,0.5011,194000
HYDR,2013-06-21,0.4889,0.4889,0.4889,0.4889,80000
HYDR,2013-06-24,0.4989,0.4989,0.4989,0.4989,100000
HYDR,2013-06-25,0.4956,0.507,0.4956,0.5,24000
HYDR,2013-06-28,0.5046,0.5046,0.5,0.5,1000000
HYDR,2013-07-01,0.505,0.505,0.505,0.505,500000
HYDR,2013-07-03,0.4963,0.5188,0.4896,0.517,139000
HYDR,2013-07-04,0.5235,0.529,0.5121,0.529,1887000
HYDR,2013-07-05,0.5312,0.5631,0.529,0.529,24000
HYDR,2013-07-09,0.5375,0.54,0.535,0.54,213000
HYDR,2013-07-11,0.5408,0.551,0.522,0.55,986000
HYDR,2013-07-12,0.549,0.5599,0.5381,0.5492,348000
HYDR,2013-07-15,0.55,0.552,0.55,0.552,307000
HYDR,2013-07-16,0.5525,0.56,0.5525,0.56,109000
HYDR,2013-07-17,0.5641,0.585,0.563,0.585,652000
HYDR,2013-07-18,0.57,0.578,0.5628,0.564,1728000
HYDR,2013-07-19,0.5777,0.5844,0.569,0.5781,708000
HYDR,2013-07-22,0.5601,0.5794,0.5601,0.5786,2878000
HYDR,2013-07-23,0.6142,0.6263,0.5822,0.591,223000
HYDR,2013-07-24,0.5935,0.597,0.5935,0.595,1276000
HYDR,2013-07-25,0.5813,0.6395,0.5775,0.5775,439000
HYDR,2013-07-26,0.5775,0.5998,0.56,0.5619,240000
HYDR,2013-07-29,0.55,0.5692,0.55,0.5692,101000
HYDR,2013-07-30,0.581,0.6117,0.5211,0.585,1070000
HYDR,2013-07-31,0.58,0.59,0.58,0.584,650000
HYDR,2013-08-01,0.5759,0.58,0.575,0.58,361000
HYDR,2013-08-02,0.5745,0.5797,0.57,0.5755,730000
HYDR,2013-08-05,0.577,0.577,0.577,0.577,230000
HYDR,2013-08-06,0.5601,0.5888,0.5601,0.57,106000
HYDR,2013-08-07,0.5655,0.573,0.5655,0.573,200000
